grouping,pulled_from_neshap,pulled_from_proposed,is_direct_mechanical,entity,Utility ID,Utility Name,Plant Code,Plant Name,State,County,X_COORDINATE,Y_COORDINATE,Generator ID,Turbine Make,Turbine Model,Permit Emission Controls,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Status,Associated with Combined Heat and Power System,Sector Name,Sector,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Turbines or Hydrokinetic Buoys,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Solid Fuel Gasification System?,Carbon Capture Technology?,Multiple Fuels?,Switch Between Oil and Natural Gas?,Cofire Fuels?,Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Synchronized to Transmission Grid,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,Topping or Bottoming,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Time from Cold Shutdown to Full Load,Planned Net Summer Capacity Uprate (MW),Planned Net Winter Capacity Uprate (MW),Planned Uprate Month,Planned Uprate Year,Planned Net Summer Capacity Derate (MW),Planned Net Winter Capacity Derate (MW),Planned Derate Month,Planned Derate Year,Planned New Prime Mover,Planned Energy Source 1,Planned New Nameplate Capacity (MW),Planned Repower Month,Planned Repower Year,Other Planned Modifications?,Other Modifications Month,Other Modifications Year
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,63335,HO Clarke Generating,TX,Harris,-95.4510922032866,29.6457083530524,CTG-6,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,HOCPRO01,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,22.5,N,,,X,3,2021,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,63335,HO Clarke Generating,TX,Harris,-95.4510922032866,29.6457083530524,CTG-7,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,HOCPRO01,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,22.5,N,,,X,10,2021,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,63335,HO Clarke Generating,TX,Harris,-95.4510922032866,29.6457083530524,CTG-8,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,HOCPRO01,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,22.5,N,,,X,10,2021,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,63688,Topaz Generating,TX,Galveston,-97.7875132751718,30.2675509929463,CTG-1,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,138_ATT_TPZ,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,22.5,N,,,X,7,2021,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,63688,Topaz Generating,TX,Galveston,-97.7875132751718,30.2675509929463,CTG-2,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,138_ATT_TPZ,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,22.5,N,,,X,7,2021,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,63688,Topaz Generating,TX,Galveston,-97.7875132751718,30.2675509929463,CTG-3,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,138_ATT_TPZ,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,22.5,N,,,X,7,2021,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,63688,Topaz Generating,TX,Galveston,-97.7875132751718,30.2675509929463,CTG-4,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,138 ATT TPZ,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,22.5,N,,,X,7,2021,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,63688,Topaz Generating,TX,Galveston,-97.7875132751718,30.2675509929463,CTG-5,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,138_ATT_TPZ,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,22.5,N,,,X,7,2021,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,63688,Topaz Generating,TX,Galveston,-97.7875132751718,30.2675509929463,CTG-6,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,138_ATT_TPZ,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,22.5,N,,,X,7,2021,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,63688,Topaz Generating,TX,Galveston,-97.7875132751718,30.2675509929463,CTG-7,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,138_ATT_TPZ,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,22.5,N,,,X,7,2021,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,63688,Topaz Generating,TX,Galveston,-97.7875132751718,30.2675509929463,CTG-8,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,138_ATT_TPZ,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,22.5,N,,,X,8,2021,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,63688,Topaz Generating,TX,Galveston,-97.7875132751718,30.2675509929463,CTG-9,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,138_ATT_TPZ,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,22.5,N,,,X,10,2021,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,63688,Topaz Generating,TX,Galveston,-97.7875132751718,30.2675509929463,CTG10,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,138_ATT_TPZ,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,N,N,,,22.5,N,,,X,8,2021,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,64719,Victoria Port Power II,61966,Victoria Port Power II LLC,TX,Victoria,-96.94613,28.69848,VP2-1,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,50,0.85,43,48,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,,N,,,32,N,,,X,1,2022,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,64719,Victoria Port Power II,61966,Victoria Port Power II LLC,TX,Victoria,-96.94613,28.69848,VP2-2,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,50,0.85,43,48,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,,N,,,32,N,,,X,1,2022,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,64758,SJRR,62548,SJRR Power LLC,TX,Harris,-95.1107258320152,29.8833708609522,SJ-1,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,50,0.85,43,48,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,,N,,,34,N,,,X,6,2022,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,64758,SJRR,62548,SJRR Power LLC,TX,Harris,-95.1107258320152,29.8833708609522,SJ-2,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,50,0.85,43,48,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,,N,,,34,N,,,X,6,2022,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,64383,Braes Bayou Plant,TX,Fort Bend,-95.6210220185372,29.4795367967064,CTG-1,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,RABSMR01,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,22.5,N,,,X,8,2022,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,64383,Braes Bayou Plant,TX,Fort Bend,-95.6210220185372,29.4795367967064,CTG-2,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,RABSMR01,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,22.5,N,,,X,6,2022,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,64383,Braes Bayou Plant,TX,Fort Bend,-95.6210220185372,29.4795367967064,CTG-3,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,RABSMR01,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,22.5,N,,,X,5,2022,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,64383,Braes Bayou Plant,TX,Fort Bend,-95.6210220185372,29.4795367967064,CTG-4,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,RABSMR01,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,N,N,,,22.5,N,,,X,5,2022,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,64383,Braes Bayou Plant,TX,Fort Bend,-95.6210220185372,29.4795367967064,CTG-5,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,RABSMR01,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,N,N,,,22.5,N,,,X,5,2022,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,64383,Braes Bayou Plant,TX,Fort Bend,-95.6210220185372,29.4795367967064,CTG-6,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,RABSMR01,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,N,N,,,22.5,N,,,X,2,2022,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,64383,Braes Bayou Plant,TX,Fort Bend,-95.6210220185372,29.4795367967064,CTG-7,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,RABSMR01,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,N,N,,,22.5,N,,,X,5,2022,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,64383,Braes Bayou Plant,TX,Fort Bend,-95.6210220185372,29.4795367967064,CTG-8,,,,Natural Gas Fired Combustion Turbine,GT,,W,X,X,RABSMR01,,60.5,0.85,44.5,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,,,N,,,22.5,N,,,X,5,2022,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,65372,Mark One Power Station,TX,Brazoria,-95.431570226253,29.2250882373509,CTG-1,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,AE_BCH01,,60.5,0.85,44.6,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,22.5,N,,,X,11,2022,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,65372,Mark One Power Station,TX,Brazoria,-95.431570226253,29.2250882373509,CTG-2,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,AE_BCH01,,60.5,0.85,44.6,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,22.5,N,,,X,11,2022,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,65372,Mark One Power Station,TX,Brazoria,-95.431570226253,29.2250882373509,CTG-3,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,AE_BCH01,,60.5,0.85,44.6,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,22.5,N,,,X,11,2022,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,65372,Mark One Power Station,TX,Brazoria,-95.431570226253,29.2250882373509,CTG-4,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,AE BCH01,,60.5,0.85,44.6,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,22.5,N,,,X,11,2022,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,65372,Mark One Power Station,TX,Brazoria,-95.431570226253,29.2250882373509,CTG-5,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,AE BCH01,,60.5,0.85,44.6,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,22.5,N,,,X,11,2022,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63082,ProEnergy Services,65372,Mark One Power Station,TX,Brazoria,-95.431570226253,29.2250882373509,CTG-6,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,AE BCH01,,60.5,0.85,44.6,49.8,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,,,22.5,N,,,X,11,2022,,,X,,,,,10M,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,63170,Brigham Young University (BYU),63423,BYU Central Heating Plant,UT,Utah,-111.646515423698,40.247218826818,GEN1,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,16.5,0.8,14,15,OP,Y,IPP CHP,3,NG,,,,,,,,,,,,,,N,N,N,,,5.8,N,,,X,2,2019,,,T,NG,,,,1H,,,,,,,,,,,,,,N,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,19876,Virginia Electric & Power Co,59913,Greensville County Power Station,VA,Greensville,-77.6505834015306,36.7201760382393,ST01,,,,Natural Gas Fired Combined Cycle,CA,GV01,S,Y,X,Carson Substation,Carson Substation,663.9,0.85,611.8,648.6,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,,N,,N,,,X,12,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,19876,Virginia Electric & Power Co,59913,Greensville County Power Station,VA,Greensville,-77.6505834015306,36.7201760382393,CT01,,,,Natural Gas Fired Combined Cycle,CT,GV01,S,X,N,Carson Substation,Carson Substation,369.8,0.85,324.4,353.8,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,,N,,N,,,X,12,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,19876,Virginia Electric & Power Co,59913,Greensville County Power Station,VA,Greensville,-77.6505834015306,36.7201760382393,CT02,,,,Natural Gas Fired Combined Cycle,CT,GV01,S,X,N,Carson Substation,Carson Substation,369.8,0.85,324.4,353.8,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,,,N,,N,,N,,,X,12,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,19876,Virginia Electric & Power Co,59913,Greensville County Power Station,VA,Greensville,-77.6505834015306,36.7201760382393,CT03,,,,Natural Gas Fired Combined Cycle,CT,GV01,S,X,N,,,369.8,0.85,324.4,353.8,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,N,N,N,,N,,N,,,X,12,2018,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,5310,Doswell Ltd Partnership,52019,Doswell Energy Center,VA,Hanover,-77.4453754893996,37.8193952206899,GEN8,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,1379268472,1379268472,187,0.9,165,188,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,90,N,,,X,3,2018,,,X,,,,,1H,,,,,,,,,,,,,,,,
Other,FALSE,FALSE,FALSE,Independent Power Producer,5310,Doswell Ltd Partnership,52019,Doswell Energy Center,VA,Hanover,-77.4453754893996,37.8193952206899,GEN9,,,,Natural Gas Fired Combustion Turbine,GT,,S,X,X,1379268471,1379268471,187,0.9,165,188,OP,N,IPP Non-CHP,2,NG,,,,,,,,,,,,,,N,N,N,N,N,90,N,,,X,4,2018,,,X,,,,,1H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,20856,Wisconsin Power & Light Co,64020,West Riverside Energy Center,WI,Rock,-89.0405716603629,42.5813082723629,STG2,,,,Natural Gas Fired Combined Cycle,CA,S234,J,N,X,,,257.4,0.85,255.1,258.3,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,N,N,N,N,N,75,N,,,X,5,2020,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,20856,Wisconsin Power & Light Co,64020,West Riverside Energy Center,WI,Rock,-89.0405716603629,42.5813082723629,CTG3,,,,Natural Gas Fired Combined Cycle,CT,S234,J,X,N,ALTE.CC.WRIVS1,ALTE.CC.WRIVS1,232.9,0.85,226.1,234.9,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,N,N,N,N,N,115,N,,,X,5,2020,,,X,,,,,12H,,,,,,,,,,,,,,,,
Electric Utility,FALSE,FALSE,FALSE,Invester-owned utility,20856,Wisconsin Power & Light Co,64020,West Riverside Energy Center,WI,Rock,-89.0405716603629,42.5813082723629,CTG4,,,,Natural Gas Fired Combined Cycle,CT,S234,J,X,N,ALTE.CC.WRIVS2,ALTE.CC.WRIVS2,232.9,0.85,224.8,232.7,OP,N,Electric Utility,1,NG,,,,,,,,,,,,,,N,N,N,N,N,115,N,,,X,5,2020,,,X,,,,,12H,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,ANR LaGrange CS,IN,LaGrange,-85.47052708,41.6435878667165,TR01,Solar,Mars 90,SoLoNOx,Simple Cycle,,,,,,,,9.86,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,"ANR PIPELINE COMPANY, BROWNSVILLE",TN,Haywood County,-89.28455,35.44619,New1,Solar,Mars,,Simple Cycle,,,,,,,,11.5113709,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Cameron LNG,LA,Cameron Parish,-93.33663,30.304483,EU15A,,,,,,,,,,,,,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Cameron LNG,LA,Cameron Parish,-93.33663,30.304483,EU15B,,,,,,,,,,,,,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Cameron LNG,LA,Cameron Parish,-93.33663,30.304483,EU15C,,,,,,,,,,,,,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Cameron LNG,LA,Cameron Parish,-93.33663,30.304483,EU15D,,,,,,,,,,,,,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Cameron LNG,LA,Cameron Parish,-93.33663,30.304483,EU15E,,,,,,,,,,,,,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Cameron LNG,LA,Cameron Parish,-93.33663,30.304483,EU15F,,,,,,,,,,,,,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Cameron LNG,LA,Cameron Parish,-93.33663,30.304483,EU15G,,,,,,,,,,,,,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Cameron LNG,LA,Cameron Parish,-93.33663,30.304483,EU15H,,,,,,,,,,,,,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Cameron LNG,LA,Cameron Parish,-93.33663,30.304483,EU15I,,,,,,,,,,,,,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Cameron LNG,LA,Cameron Parish,-93.33663,30.304483,EU15J,,,,,,,,,,,,,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Ceredo Compressor Station,WV,Wayne,-82.53337814,38.3681199186198,00510,Solar,Titan 250,SoLoNOx,Simple Cycle,,,,,,,,22.668534299999997,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Utility,TRUE,FALSE,FALSE,,,,,Cherokee Station,CO,Denver,-104.9650794,39.805184774144,CT05,GE,7FA.05,"Dry Low NOx, SCR, Oxidation Catalyst",Combined Cycle,,,,,,,,175,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Utility,TRUE,FALSE,FALSE,,,,,Cherokee Station,CO,Denver,-104.9650794,39.805184774144,CT06,GE,7FA.05,"Dry Low NOx, SCR, Oxidation Catalyst",Combined Cycle,,,,,,,,175,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Columbia Gas - CLEVELAND 6C4330,WV,Upshur County,-80.36236,38.7500199999999,New4,Solar,Mars 100,,,,,,,,,,11.011006199999999,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Columbia Gas - CLEVELAND 6C4330,WV,Upshur County,-80.36236,38.7500199999999,New5,Solar,Mars 100,,,,,,,,,,11.011006199999999,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Columbia Gas - CLEVELAND 6C4330,WV,Upshur County,-80.36236,38.7500199999999,New2,Solar,Taurus 70,,,,,,,,,,7.741111699999999,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Columbia Gas - CLEVELAND 6C4330,WV,Upshur County,-80.36236,38.7500199999999,New3,Solar,Taurus 70,,,,,,,,,,7.741111699999999,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Columbia Gas - FILES CREEK 6C4340,WV,Randolph County,-79.83548,38.8211,New3,Solar,Taurus 70,SoLoNOx,,,,,,,,,7.768702599999999,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Columbia Gas - FILES CREEK 6C4340,WV,Randolph County,-79.83548,38.8211,New4,Solar,Taurus 70,SoLoNOx,,,,,,,,,7.768702599999999,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Columbia Gas - FILES CREEK 6C4340,WV,Randolph County,-79.83548,38.8211,New1,Solar,Taurus 70,SoLoNOx,,,,,,,,,7.2698293,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Columbia Gas - FILES CREEK 6C4340,WV,Randolph County,-79.83548,38.8211,New2,Solar,Taurus 70,SoLoNOx,,,,,,,,,7.2698293,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Columbia Gulf Transmission Co - Rayne Compressor Station,LA,Acadia Parish,-92.26477,30.3203099999999,New1,Solar,Mars 100,,Simple Cycle,,,,,,,,11.1221155,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,Columbia Gulf Transmission Co - Rayne Compressor Station,LA,Acadia Parish,-92.26477,30.3203099999999,New2,Solar,Mars 100,,Simple Cycle,,,,,,,,11.1221155,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,TRUE,FALSE,TRUE,,,,,DTE Gas - Willow Run Compressor Station,MI,Washtenaw County,-83.55197361,42.252281835652,EUTURBINE1,Solar,,Low NOx Combustor,Simple Cycle,,,,,,,,5.74189,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
